Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,PetID,PhotoAmt,AdoptionSpeed,description_magnitude,description_score,Lines_of_description
1,Scuffy Girl,2,307,0,2,1,2,5,2,2,1,1,2,1,1,0,41327,fd970cc91d06d82eebf046340137b272,0,2bf2c6260,4,3,0.7,0.1,4
2,Brandy,2,266,254,2,1,4,7,2,1,2,1,2,1,1,0,41326,e62135526c27156b8479420aad166317,0,f104f8045,3,3,3.2,0.3,9
1,Pooja,24,307,0,2,1,7,0,2,1,1,1,1,2,1,0,41324,9e998c258ac0e00e14278682389220b6,0,745fd19b8,3,3,3.5,0,12
1,Gwi. Gwi & Yo. Yo,1,307,0,3,2,7,0,1,1,2,2,2,1,3,0,41332,fc5771093356d3e273243738cefea43e,0,9a3224461,23,3,2.5,0.2,8
1,,2,307,0,1,1,7,0,2,2,1,1,2,2,1,0,41401,94da9402f94f49d7a86e6cd1ec45433c,0,f861fe441,4,2,1.8,0.2,4
1,Meatball,84,100,0,1,3,7,0,2,1,1,1,2,1,1,100,41327,1c082d04b91e7b76dd15002225c04c37,0,c32940f0f,7,2,4.3,0.3,11
1,3 Cute Brown Puppies,1,307,307,2,2,0,0,1,1,2,2,2,1,3,0,41326,1b9c562d02940f66e31ce2b8168bd32e,0,77bb4ce3a,12,1,1.6,0.4,3
1,2 Black Pups (Sibling-Male-1 Month),1,307,0,2,1,0,0,2,1,2,1,2,1,1,0,41326,3b074cadd2350de62dca7056b9bab6f4,0,9fb2a918d,5,3,1.5,0.2,3
1,Patches,12,307,0,2,7,0,0,2,1,3,1,3,1,1,0,41326,39e0becfe7fe8d4089b585a05148dfa7,0,abaf6c9ee,6,1,0.8,0.8,1
1,,3,307,307,3,3,5,7,2,1,3,3,3,1,2,0,41326,bc5b36591a358c3b5b0fbbeb7fb697eb,0,799cbc9e1,5,2,1.7,0.2,5
2,Lucky,6,250,0,1,1,0,0,2,2,2,2,2,1,1,0,41326,dc0dcc419197c5d8afa7d07388ea7a0d,0,55f1edd7d,1,2,1.3,0.3,3
2,Cat A &B,4,266,0,2,6,7,0,2,1,1,1,3,1,2,0,41336,e4b89c3a610261c2e1bc7322f2cd6561,0,1d3dd0cb8,2,4,0.6,0.3,2
2,Yuyu,6,274,0,1,6,7,0,2,1,2,1,1,1,1,0,41326,7521101a5faeab53f7998fa9206e2b70,0,12ccd5019,2,2,0.5,0.5,1
2,Yakira,12,292,0,2,1,2,3,1,2,2,1,1,1,1,150,41401,9a50c5d66f407a71f04cb6e0ef08c929,0,b51b41933,19,2,2.3,0.5,4
1,Mimi,60,179,0,2,5,0,0,1,2,1,1,1,1,1,0,41336,c4423145c52074376d5172b5607b1713,0,097dd9931,1,4,0.5,0.5,1
1,Fifi,1,307,307,2,1,7,0,2,1,2,3,2,1,1,0,41326,4e647092d3a619c5c5e3766e6106dd19,0,c0545b660,1,2,0,0,2
2,Jumper,21,266,0,2,1,6,7,2,2,3,1,1,1,1,0,41326,75ab84902f6d1355b7d12884e122713c,0,c93e86f5d,8,4,2.8,0.5,5
1,Bruno,12,307,0,1,2,0,0,2,1,1,1,1,2,1,0,41326,2b3254f48266e9c9f32e21d7a7dbf2a6,0,b477ad589,1,3,1,0.3,3
1,14 Weeks Old Stray Pup,3,307,307,2,1,7,0,2,1,2,2,3,1,2,0,41326,5c3518d168a9a12ea20d286172f3fd85,0,0af142ee3,2,4,0.6,0.2,3
2,Hua,3,266,0,2,1,4,7,2,1,1,1,2,1,1,0,41326,9cf09abb0f942be59c4b134c4d245583,0,eb7f34ac5,1,2,0.1,0.1,1
1,Ebony & Whisper,4,141,307,2,1,0,0,2,1,3,3,3,1,2,0,41327,cccb18b8f8b81862f9a1ebc65d651d22,0,bd56db16a,5,3,0.8,0.8,1
2,Snowy Siamese,2,292,265,3,2,5,7,1,2,2,2,2,1,4,0,41401,7481ae53e9c9e403bf7f64aaa7f8e20a,0,eb1f2f2f0,27,0,2.6,0.3,7
2,Caspian,3,266,0,1,6,7,0,1,1,1,1,1,1,1,50,41326,acb6d8556fbfe409c70cb8617d200e45,0,7d6298b6e,8,4,4.2,0.4,6
1,"Obama, Trumph, Clinton & Bush",2,307,0,1,1,2,7,2,2,2,2,2,1,4,0,41326,507af30fabc5c40d30ec7643e982e013,0,615afad71,5,4,1.3,0.2,5
1,Bravo (tentative),54,178,0,1,2,5,0,1,2,3,3,3,1,1,0,41326,37dce09bd231edb736017cd182752f37,0,1528d2a61,12,2,10.3,0,35
2,Kitty 18,1,266,0,2,1,7,0,2,1,2,1,2,1,1,0,41401,b770bac0ca797cf1433c48a35d30c4cb,0,02fee7295,2,2,0.1,0,3
2,Snoopy,1,266,0,2,2,0,0,3,1,2,1,2,1,1,0,41326,363224a91c55e330789d30edb025d865,0,3402b3970,4,2,1.1,0.5,2
1,Rust Boy,108,69,69,1,2,0,0,1,3,1,1,1,1,1,0,41330,60689896aa0edff3a4f05b890bdafd26,0,1e7a3b766,3,1,3.2,0.3,6
1,Emma N Ella,2,307,0,2,2,0,0,2,1,2,2,2,1,2,0,41401,6ea8b08867ba89bb8010460b2a9007a8,0,6ce342cfe,9,1,0.9,0.4,2
1,Chewy,5,20,0,1,1,2,7,2,1,1,1,2,1,1,0,41327,c686a877fa5615b680195e885f5a91d4,0,5f20dde82,5,1,2.6,0.8,3
2,Kitty,1,266,0,2,1,2,3,2,2,2,2,2,1,1,0,41326,93670bdf022250c423ab8cdf7810fa5f,0,56ae25223,4,2,1,0.5,2
1,Name Them & Love Them,2,307,0,3,1,2,0,2,2,2,2,2,1,3,0,41336,84296cd53ffc747a6a0e49c5d5134bfc,0,d168549f2,5,2,1.7,0.5,3
1,Milo,3,307,307,1,2,0,0,2,1,2,1,2,1,1,0,41326,186ec67443d30746953da6b38195fc71,0,b9e604ca1,4,1,1.4,0.4,3
2,Tracy,4,266,0,2,1,5,7,1,1,2,2,2,1,1,0,41401,45913f9a39b989a7c554be66403f0d45,0,9d7c4455c,5,2,1.8,0.9,2
1,,6,307,0,2,1,2,5,2,1,2,2,2,1,1,0,41326,3343953413fb63a89cfb503e19226524,0,1b1cf81d4,1,4,2.9,0.5,5
2,Urgent :3 Cute Kittens For Adoption,1,266,0,3,5,6,7,2,2,2,2,2,1,3,0,41326,c5c84cffab2a96f9e28beb4085adb841,0,48c598ef0,23,1,2.8,0.3,7
1,Wolfie,2,307,0,1,2,0,0,2,1,2,1,2,1,1,0,41326,344fd677a06b8ac6b0225f3afad57ade,0,ca4224e0b,3,1,2.3,0.7,3
1,Wafer,12,307,0,1,4,7,0,2,1,1,1,1,1,1,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,38f6f3011,4,3,1.4,0.7,2
1,Franco,6,307,0,1,1,0,0,2,2,1,1,2,1,1,0,41401,9238e4f44c71a75282e62f7136c6b240,0,a56bbc295,10,3,0.6,0.6,1
1,Smoothie Blackie,6,307,0,1,1,0,0,2,1,3,3,3,1,1,0,41401,412c0bb4a0b5b50c7ff5609eef000d65,0,e63eea2f7,2,2,2.1,0.1,7
1,Xiao Wang,3,307,0,2,3,5,0,2,1,1,1,2,1,1,0,41326,881437284a131a4d83d44f6ac42b4f54,0,191fb0046,2,2,0.8,0.4,2
1,Little Fud,3,307,0,2,2,5,0,2,1,1,1,2,1,1,0,41326,c6e7768f24c297fb3b2c341286f95320,1,4ce620a7a,2,1,2.2,0.1,11
1,Jane Grey,2,307,0,2,5,6,7,2,1,1,1,2,1,1,0,41326,cba266292792e050dc63273a3fa2ad58,0,bbd0c8f36,1,1,0.8,0.8,1
2,Rosemerry,1,264,299,2,4,6,7,3,2,2,2,2,1,1,0,41326,35ca0af7f781e96744e8371c35b07944,0,abf38029d,9,3,0.4,0,4
2,Reeka,2,266,0,2,3,7,0,2,1,2,1,2,1,1,30,41326,74dabecce4ddb0c4d08892255974496b,0,8f45b9967,5,1,0.1,0.1,1
2,WHITE & ZACK,4,266,299,3,1,7,0,2,1,1,1,3,1,2,0,41336,435b5587a3b3882b7c6cee68e57418b1,0,59ad17125,2,1,3.8,0,10
2,Whitey,3,292,0,2,1,7,0,2,2,2,2,2,1,1,0,41326,253ffb8e460b67e342023a5563fb2e3c,0,829889fa9,9,1,1.1,0.1,5
1,ï¾â¡ï½¡á¦â¤ Brown & Patch ï¾â¡ï½¡á¦â¤,5,307,0,3,2,7,0,2,2,3,3,2,1,2,0,41326,8d413d99d41394f70d5c590253f80f54,0,a9e4d6df7,4,3,1,0.3,2
2,Baby Lamb,1,265,0,1,1,7,0,3,2,2,2,2,1,1,0,41326,eea3e59df4dafb0413a331eb50e2aac1,0,9568aa267,4,4,3.5,0.3,5
2,Cleo,6,266,292,1,2,7,0,2,1,1,1,1,1,1,160,41326,001e42763024f9d4abe31e79472b1827,0,3503528f8,3,4,0.9,0.9,1
1,Sunday Rose,6,307,0,2,7,0,0,2,1,1,1,1,1,1,0,41326,b1146a45df6b5b953e4fb0c76f5b2170,0,cb9eb954c,2,3,2.4,0.3,7
1,Mama,36,141,307,2,1,0,0,2,3,1,1,1,1,1,0,41326,f45d8c72a87f27427cd28fc3cd2d7ce3,0,8ce613036,2,4,3.9,0.3,11
1,Cesar,12,20,0,1,1,2,7,2,1,1,1,2,1,1,0,41336,fbfbcc22c36c016cef1127a62e120021,0,a6610ebd3,1,2,1.2,0.4,3
1,Lion,2,307,0,2,1,3,0,2,2,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,d7a002088,5,1,0.8,0,3
2,Kiki,80,299,0,2,1,6,7,2,1,1,2,1,1,1,50,41401,81310d7f6e76ccfff012edf8a6d23d19,0,4448f7d57,2,2,0.9,0.9,1
1,Xiao Qiao,2,307,0,2,2,0,0,1,1,2,2,2,2,1,0,41401,8d8b54366b6cb6d76032357ebd356171,0,189a8292b,2,4,1.9,0,3
2,Beauty,24,264,0,2,1,4,5,2,3,2,2,2,1,1,0,41326,ec698968540cf58a5234979f01e1d346,0,0111f92ff,5,1,0.7,0.7,1
1,Angel With Lots Of â¥,8,307,0,2,1,7,0,2,2,1,1,1,1,1,0,41326,337914b09c2fa5460e195197e994ef98,0,a53cb0980,2,2,3,0.2,8
1,Pasta,48,141,0,1,5,0,0,3,1,1,1,1,1,1,250,41401,1c9ea496fa97fd6c2c3b6be13119dd2e,0,ba2d4e877,2,2,4,0.4,7
1,Tara ( 2 Months-Female),2,307,0,2,2,0,0,3,2,2,1,2,2,1,0,41326,3b074cadd2350de62dca7056b9bab6f4,0,3285d041f,2,2,1.9,0.4,3
1,Abby,2,307,307,2,2,0,0,2,2,1,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,be36182ea,2,4,0,0,1
2,KITTEN FOR ADOPT (FREE) 2,6,292,0,1,2,5,6,2,1,2,2,2,1,1,0,41326,210c8b970f0b2ed0dc54eebe01701c8a,0,07ee44cb8,4,1,0,0,1
1,"Kaka, Celine, Fatty",1,307,0,3,1,2,0,2,2,2,2,2,1,3,0,41326,ffe9d666deaad333538c341dc3a39d9a,0,9fb8e5e73,5,2,1.6,0,5
1,Anna And Elsa,20,307,128,2,2,6,7,2,1,1,1,1,1,2,0,41401,dcbe6f49d89b1e5e06429dc599093b96,0,fcc138c39,11,4,5.8,0.1,13
1,Smarty,60,213,0,1,7,0,0,2,2,2,2,2,1,1,0,41330,8c47e41f451b4f4804ad07454ed8c435,0,f980544af,3,1,0,0,2
1,Bebo And Bobo,2,307,0,1,1,2,3,2,2,2,2,2,1,2,0,41327,1d0b25a46e557cfd8bf9207ce7b0d054,0,01c202740,18,3,0.9,0.9,1
2,4 Stray Kittens,1,266,0,3,1,2,6,2,1,2,1,2,1,4,0,41401,15d9f6dd89e47e80734a4c62437962e1,0,a1379a575,3,2,1.9,0,6
2,Miao Miao,2,266,0,1,2,3,7,2,1,2,2,2,1,1,0,41327,155021acf58d78212157104c71796707,0,aaa9c8e09,2,2,1.3,0.2,2
2,Marble,1,243,0,1,1,2,7,1,1,2,2,2,1,1,0,41345,ec0c78ffa25dae7dffdb9669b9ac9e95,0,56ab5d935,1,4,0.4,0.4,1
1,5 Puppies For Adoption,2,307,0,3,1,2,7,2,1,3,3,3,1,5,0,41326,acb8fe0f20cbc683032b2d8c2a90bab3,0,96e9f6fd8,5,3,3.3,0.2,6
2,,2,265,265,3,1,2,7,2,2,2,2,2,1,2,0,41401,bcbfef3dc16242a694cfa110b07b8746,0,1f0e01c1d,4,1,1.1,0.4,2
2,2 Cute Tuxedo Kittens For Adoption,3,266,0,1,1,7,0,2,1,2,3,2,1,2,0,41401,a0846c4e33807fc011de2ca5dc2b6250,0,0c0bae9fb,9,3,1.3,0.1,3
1,4 Puppies,2,307,0,2,2,4,0,1,1,1,1,1,1,1,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,163adc370,10,3,0.2,0.2,1
1,Dexter,5,307,218,1,5,0,0,2,1,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,d8b05d43d,3,4,4.2,0.7,6
1,Coco,2,307,0,2,4,0,0,2,1,2,1,2,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,fd71f9fb4,7,2,1,0.3,3
1,Little Blackie,2,307,307,2,1,0,0,2,2,2,2,2,1,1,0,41326,ea3c0f25eb25d12c130a0c048eb08dac,0,9d1b799e7,6,4,0.2,0.2,1
1,Ella,2,307,0,2,5,0,0,2,1,3,3,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,dd13b36c6,2,3,1.3,0.3,3
1,Miss Creamy,3,307,0,2,5,0,0,2,1,2,1,2,1,1,0,41336,dae703601635e7b448292724427b628d,0,08a9b6f29,3,1,0.6,0.3,2
2,Pillow And 4 Kittens,2,253,264,3,5,6,7,1,2,2,2,2,1,5,0,41401,8d29b20fcfda8adce83817bb43ce1eb6,0,812240d28,17,3,3.1,0.1,7
2,Sampson,2,266,0,1,1,0,0,2,2,1,1,2,1,1,0,41401,9b52af6d48a4521fd01d4028eb5879a3,0,1565d09ad,3,2,1.9,0.6,3
1,Jinny & Jenny,2,72,141,2,2,0,0,1,1,2,2,2,1,2,0,41326,a0c509ba0ec35ef6b77d8528673db473,0,02f7300db,3,1,5,0.2,6
2,Bender Wang,3,264,0,1,1,7,0,3,3,2,1,2,1,1,50,41326,74dabecce4ddb0c4d08892255974496b,0,60f9fee55,4,1,3.4,0,9
2,"Muncet, Merah",3,305,0,3,1,2,7,1,3,2,2,2,1,2,0,41326,7c2d74be49e46edf1b6ed464f136fdc5,0,d33f713d0,5,0,1.2,0.1,3
2,Junior And Jane,5,266,0,3,7,0,0,2,1,2,1,2,1,2,0,41326,0722a4564018fc1927501e14b9367021,0,b3fc0b07a,4,3,0.7,0.3,2
2,Mange Face,3,265,265,2,2,7,0,2,2,1,1,2,2,1,0,41401,78ec79634d350f6850fdd4a335cab431,0,e58dde7d7,2,1,2.2,0.1,6
1,Gibson,6,307,0,1,2,5,7,2,1,1,1,1,1,1,0,41326,bbf08ac7ef4ae86b74f4c4f64fa2c47c,0,16dc1188b,3,4,1.5,0.7,2
1,Tiger,9,114,307,2,1,2,0,2,1,1,1,1,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,cdf4d775f,2,2,2.9,0.3,6
2,"Ash, Blacky, Zoro",1,265,0,1,1,6,7,1,2,2,2,2,1,3,0,41326,c5f05a0937608368f162868db4d0bc87,0,f0bec65cf,5,1,2.8,0,4
2,Billy,12,266,0,1,1,6,7,3,1,2,1,1,1,1,0,41401,eee8e1f8a9a2b3a9848fbf1241ee0981,0,f9159b6df,3,4,2.4,0.2,7
2,Tom,12,265,0,1,1,7,0,2,2,1,1,2,1,1,0,41332,c615548c8536989d6ff41c0428b59496,0,1a1e3aa63,3,2,1,0.2,3
1,Puppy Brownie,2,307,0,1,2,0,0,2,1,2,1,2,1,1,90,41326,135e2318498af3d14b6a5edd30e5af70,0,534104c8e,1,3,0.8,0.8,1
2,Moana,5,266,0,2,1,7,0,1,1,1,2,1,1,1,100,41401,2eca4f800d2a557952ef0ef1c0b80994,0,26dfe8b29,2,4,0.9,0.4,2
2,Missy,48,266,0,2,1,2,3,1,1,1,1,2,1,1,0,41401,9132726c5de24670c25f7b8b21d79b9f,0,d9f772c36,3,4,4.1,0.2,9
2,Sunbeam,3,266,265,1,3,4,5,2,1,2,2,2,1,1,0,41326,5aca30a29e8290093fee2a334d65d835,0,b1dd64fa6,5,3,4.5,0.4,9
2,,6,283,0,2,1,7,0,1,1,2,2,2,1,1,30,41326,b35c3805fb8b7a7068887e591b260883,0,853fc56da,1,4,3.3,0.5,4
1,5 Cute Puppies,1,307,0,2,1,5,7,1,1,2,2,2,1,5,0,41326,698b53ca4416fef231263ce34d93a5ec,0,08d198666,4,1,0.5,-0.5,1
2,Monk & Noise,4,265,0,3,1,2,4,2,2,3,3,3,1,2,0,41326,b624cd4ca0bb3222c8f551419a96f948,0,72482852e,3,4,0.3,0.3,1
1,Kili,1,307,307,1,2,0,0,2,1,2,2,2,1,1,0,41332,9ed1d5493d223eaa5024c1a031dbc9c2,0,a015cce59,1,3,2.7,0.9,3
2,Two Face,2,254,0,2,1,2,7,1,2,2,2,2,1,1,0,41326,66044942690776d858708bfc7c166078,0,fc32d375d,5,2,1.6,-0.3,3
1,ALMOND,1,307,0,1,3,0,0,2,1,2,2,2,1,1,0,41326,e71d4784bedd1f7e5163d6bcb4898272,0,14410015e,1,3,0.3,0.1,2
1,Brownie,24,307,0,1,1,2,0,2,1,2,2,2,1,1,0,41327,ba86004409dfbe41d6d72cc92a31439b,0,a56c46193,3,4,2.1,0,4
2,Cutie,4,266,0,2,1,6,0,2,1,2,2,2,1,1,10,41326,8f5fb37f32a030ce8d4ed627356afdd3,0,72e24597c,4,3,0.3,0.3,1
1,Leng Leng Aka Misty Rain,3,141,307,2,1,2,0,2,1,1,1,2,1,1,0,41326,a042471e0f43f2cf707104a1a138a7df,0,6521d5af1,4,3,1,0.5,2
1,Odie,15,307,0,2,7,0,0,2,1,1,1,1,1,1,0,41326,3624416482a5363682ecda6d5012f33c,0,261c4115b,6,1,4.7,-0.1,11
1,,1,307,0,3,1,2,7,2,2,2,2,2,1,7,0,41326,203f83bab63c93d2d2669cf1cd12bf93,0,2d0315769,10,3,0.7,0.1,5
2,Polar  &  Panther,4,251,292,3,1,0,0,2,1,1,1,2,1,2,0,41401,aab6a7b87edc56e6db4d992afb7fce10,2,495ad1b56,5,1,0.1,-0.1,1
1,Debi,2,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,2fc753430,2,2,1,0.4,2
1,Crocs å¤§é ­,4,307,0,2,1,2,0,2,1,1,1,1,1,1,0,41326,e194190fa50fdc969ef1e4d063ea7851,0,80aca536a,2,3,5,0.4,10
1,Black Beauty,2,307,0,2,1,0,0,2,2,2,2,2,1,1,0,41327,3223e1c4cb2bef48823ee5c604b9aa04,0,daabe5f9d,1,3,2.3,0.5,4
1,Inno,12,307,307,1,2,3,0,2,1,1,1,3,1,1,0,41401,a720d11e8b853f45a73ee3a39205a5e0,0,883e7d058,5,4,1.9,0.2,3
1,FLUFFY,22,109,0,2,2,7,0,2,1,1,1,2,1,1,0,41326,ed1e93e15fe58fc7a10473f9b7db9220,0,e246ecfdc,2,3,1.8,0.2,4
1,Casper,12,111,0,2,1,0,0,4,1,1,1,2,2,1,0,41401,64cab7e12961c2929700559615bc8488,0,437b06047,3,3,2.9,-0.1,7
1,Munchkin,12,203,307,1,1,2,7,2,2,1,1,1,1,1,0,41326,72da73fe3eec6c512cc04371f97760b5,0,1d30559d8,5,3,4.5,0.5,7
2,Pearl,9,247,285,2,1,2,6,2,2,2,2,2,1,1,0,41326,ce40580532e63d948990109e7dca97e9,0,bd8ce1096,1,2,0.2,0.2,1
1,,12,307,0,2,2,3,7,1,1,3,3,3,1,1,0,41330,096cdf8460684e818fc5929c5f5462cf,0,902624c4b,5,2,3.1,0.2,10
2,Kiki,1,266,0,1,4,7,0,1,1,2,1,2,1,1,0,41326,2fd71579abb6b187630197e7d5b3f1db,0,920cfaad3,3,2,0.9,0.9,1
2,Fidget,1,265,0,2,1,0,0,2,2,1,1,2,1,1,0,41326,18b8df2e7b53c2c47ad8296a318b77b1,1,b41cb9e51,2,1,3.2,0.4,7
2,Sydney,11,265,0,2,2,6,0,2,2,1,1,1,1,1,0,41401,82942c8add12ca7839b64ff222d8569e,1,5c30eceb2,4,3,4,0.2,10
1,,2,307,0,2,2,0,0,1,1,3,3,3,1,1,0,41326,e6b395922c2c75317aae8fca088bb6eb,0,e94f842c0,2,4,1.4,0.2,4
2,Jacob,2,265,0,1,2,3,5,2,2,2,2,2,1,1,0,41401,f28060525887e6f9e1f6489e08b61f49,0,1d8dd930a,3,1,2.6,0.5,5
1,Pls Take Me Home~,18,205,0,2,6,7,0,1,3,3,3,3,1,1,300,41326,055571e245d12774bd80758e53de3786,0,0985e2dad,4,2,0.1,0.1,1
2,Tuxedo Kitten Available!,0,266,265,1,1,0,0,2,1,2,2,2,1,1,0,41326,2e14950bb459006516b9d442830313d5,1,0633474d9,10,3,5.3,0.1,15
1,Chocolate,36,307,0,1,2,5,0,2,1,1,1,1,1,1,0,41326,a5ed380c3ab1c36c63e8e1003d06536c,0,33eaf34b3,1,4,7,0.3,15
2,Blur Blur,2,264,0,1,2,3,4,2,2,2,1,2,1,1,0,41326,4cca4940ac5f1b0186b439d9d483acda,0,7942b62ef,2,2,3.1,0,7
1,,2,307,0,1,7,0,0,2,1,1,3,3,1,1,50,41336,73b4447d22d6b71acf4e4d5650480087,0,f056ab9fc,1,1,1,0.2,4
1,BoBo Boy,3,307,0,1,5,0,0,2,1,1,1,2,1,1,0,41330,60689896aa0edff3a4f05b890bdafd26,0,df59dd59f,4,2,0.7,0.1,6
1,Blackies,3,307,0,2,1,0,0,2,2,1,1,2,2,1,0,41326,ccfcff055043f767b5860dba0149a10b,0,68d7d01d0,1,2,0.3,0.3,1
2,,3,283,0,3,2,4,6,1,1,2,1,2,1,6,0,41332,20409f13bb0d8c7bd8d051c8b7f3bd93,0,a819945dc,2,2,1.7,0.4,4
1,Socks,2,109,307,2,1,7,0,2,1,1,2,2,1,1,0,41336,4436950a0688eb8e376bc00845099e19,0,0be7a4adf,5,3,1,0.1,6
1,Tinka,63,109,307,2,1,0,0,2,1,1,1,1,1,1,50,41326,6d32095b0908520916300daeba129541,0,8b2be8807,5,1,7.4,0.4,14
1,,2,307,307,2,1,2,0,2,1,1,1,3,1,2,0,41326,5f6be45c9eddbc20f38561953be3f00b,0,9c33e8db3,9,4,4.4,0.1,13
1,,84,49,0,2,7,0,0,2,1,1,1,1,1,1,0,41326,f0a3f036c3e95f2ba049893020afbda9,0,6adc3bf2f,1,4,0.5,0.5,1
1,2 Puppies For Adoption,2,307,0,3,2,0,0,2,1,2,2,2,1,2,0,41335,bef4353032d1c4fb2bd27990faa5d7b7,0,66a1d5bc4,3,1,1.7,0.3,5
2,4 Kitten,2,266,266,3,1,6,0,1,2,2,2,2,1,4,0,41326,9e9f7304cd2022597fe58071d9b35375,0,f4ae0ba7a,5,3,0.1,0,2
1,Rooney & Dioh,24,49,0,3,2,7,0,2,1,1,1,1,1,2,0,41401,93bfe21e579c6d6f53a54da2c600ed0a,0,2c137b9a4,1,1,2.8,0,9
1,,12,307,78,1,1,2,0,2,1,3,3,3,1,1,0,41401,551189812d0601489da06269b8061c8e,0,76c276834,2,4,1.5,0.2,3
2,Woolsy,1,299,266,1,1,6,7,2,1,2,1,2,1,1,0,41326,e62135526c27156b8479420aad166317,0,8170c6b01,3,2,3.6,0.3,11
1,Peppear,4,152,117,2,1,0,0,2,1,2,1,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,8e77d52ad,5,3,1.4,0.2,4
2,Fantastic Four,1,265,305,3,4,6,7,2,3,3,3,3,1,4,0,41332,03f56e2d32e13142253ce95a98889ae5,0,bdbe7091f,6,1,2,0,5
2,KAALI,2,265,0,2,1,0,0,1,1,3,3,3,2,1,0,41326,195593cfdb98fa0dc4f0acb4c7e3399f,0,150257980,1,4,0.8,0.4,2
1,Zeus,6,189,0,1,1,3,0,3,1,1,1,1,1,1,0,41401,4f7b591fb04c1ee856472ca07e1dcbcf,0,a00eaa0fb,4,4,4,0,9
1,G2,2,307,307,2,2,7,0,2,2,1,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,3ec367f79,1,3,0,0,1
2,,1,285,0,3,1,2,4,2,3,2,2,1,1,4,0,41326,011dbd42808680987ea549f5b192b635,0,28f9f4ec4,3,4,0.2,0.2,2
2,Spot,1,266,0,1,1,7,0,1,1,2,2,2,1,1,0,41326,7a30f3374d123b3121145df4b1096dde,0,2a9be9456,4,1,2.1,0.3,6
1,Juggle Puppies Part 2,2,213,200,3,2,5,7,2,2,2,2,2,1,6,0,41326,507af30fabc5c40d30ec7643e982e013,0,19db3e21f,5,4,1.1,0.3,3
1,Beauty,3,307,0,2,2,5,0,2,1,2,2,2,1,1,0,41401,e42b5899c523cdfc0398720db5700087,0,d86d7a70e,4,2,1,0.1,6
1,å°é»,12,307,0,1,2,0,0,2,1,2,1,2,1,1,250,41401,3937a695ba7235b85e725d270455f0c8,0,976cd59b0,1,4,2,0.5,3
1,Darlie,1,307,0,1,1,0,0,2,1,2,2,2,1,1,0,41326,07b9dd0583c955659f8ccdeaa2a6428b,0,004a26127,2,3,4,0.5,8
1,,12,307,307,1,2,7,0,2,1,3,3,3,1,1,0,41326,4df459af733035f7f1ab0e4b44bd2abf,0,b6c338f94,4,4,3.6,0,8
2,Grey,4,265,0,1,6,0,0,2,2,2,2,2,1,1,0,41326,46095ff3eac10a950335a78f1afbbb9e,0,fa21ddfa3,5,2,1,0.5,2
2,San-kun,12,303,0,2,1,2,3,1,2,1,1,1,1,1,300,41326,34489dacf725ac938f3b7ec10da09b6f,0,4e6750363,4,4,2.2,0.3,5
1,Dexter Jnr,3,307,218,1,5,0,0,1,1,1,1,2,1,1,270,41326,2864803699884df90ac135583b02ec70,0,8670bd551,5,1,3.3,0.3,7
2,Gaffey,36,244,0,1,3,0,0,3,2,3,1,2,2,1,0,41326,2fe0bb4c6218ca62d352abcfe0c9f96f,0,ffbc3eaaf,2,4,1.7,0,2
2,Bobo,2,264,0,1,1,7,0,1,3,2,2,2,1,1,250,41326,917525ed791dd0b927e07cda8059e125,0,06cc44fad,3,3,1.3,0.4,3
2,,4,266,266,3,1,2,7,2,1,2,2,2,1,4,0,41326,7d6b8a159dfe05c79b52c740658a1d7d,0,5a17d8cea,5,4,0.4,-0.4,1
1,Terry Boy,2,307,307,1,1,2,0,2,1,1,1,2,1,1,0,41401,358bf042405fb161d679f5b21edaa849,0,fd3c1a3bb,3,1,0.8,0.4,2
1,Anson,1,307,0,1,1,2,0,2,1,3,3,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,2b0b80ef6,3,3,1.1,0.5,2
2,Grey,29,266,0,1,6,0,0,2,1,1,1,1,1,1,30,41326,acb6d8556fbfe409c70cb8617d200e45,0,8dfc9cc69,4,3,7.1,0.3,18
1,Mixed Breed Puppies,2,307,0,3,1,2,0,3,1,2,2,2,1,6,0,41326,e6d233a3d7d6e778300514c6abe3e873,0,b80a19455,5,3,3.3,0.3,9
1,Mink,1,307,0,2,1,2,7,2,1,2,2,2,1,1,0,41401,11ba92ca93711936934b63974338cd2f,0,d8be7f8b0,1,2,1.3,-0.1,3
